CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTK360ONE25-NOV-2025,1114.7000000,1095.0000000,1095.0000000,1093.9000000,1093.9000000,1093.9000000,-1.8600000,29.0000000,1000.0000000,2.0000000,1094450.0000000
FUTSTK360ONE30-SEP-2025,1106.7000000,1103.3000000,1103.3000000,1080.0000000,1085.2000000,1085.2000000,-1.9400000,6660.0000000,453000.0000000,906.0000000,493922150.0000000
FUTSTKABB30-SEP-2025,5445.0000000,5420.1000000,5471.8000000,5420.1000000,5444.7000000,5444.7000000,0.0000000,19182.0000000,303500.0000000,2428.0000000,1653255462.5000000
FUTSTKABB25-NOV-2025,5496.3000000,5515.6000000,5520.0000000,5490.0000000,5497.5000000,5497.5000000,0.0200000,210.0000000,5500.0000000,44.0000000,30287262.5000000
FUTSTKABB28-OCT-2025,5474.6000000,5463.1000000,5495.0000000,5460.0000000,5471.6000000,5471.6000000,-0.0500000,1447.0000000,43250.0000000,346.0000000,236755775.0000000
FUTSTKABCAPITAL25-NOV-2025,294.7500000,294.1500000,295.3000000,292.8500000,293.2500000,293.2500000,-0.5000000,199.0000000,173600.0000000,56.0000000,51065525.0000000
FUTSTKABCAPITAL28-OCT-2025,293.5000000,292.9500000,294.5000000,291.2500000,291.7000000,291.7000000,-0.6100000,1814.0000000,2458300.0000000,793.0000000,719519610.0000000
FUTSTKABCAPITAL30-SEP-2025,292.2000000,292.2500000,293.4000000,289.9000000,290.3500000,290.3500000,-0.6300000,17233.0000000,7585700.0000000,2447.0000000,2210942475.0000000
FUTSTKADANIPORTS28-OCT-2025,1423.7000000,1455.0000000,1472.8000000,1436.0000000,1440.2000000,1440.2000000,1.1500000,4030.0000000,2132750.0000000,4490.0000000,3092107500.0000000
FUTSTKADANIPORTS25-NOV-2025,1430.4000000,1460.0000000,1476.9000000,1442.7000000,1447.1000000,1447.1000000,1.1600000,306.0000000,159600.0000000,336.0000000,232805337.5000000
FUTSTKADANIPORTS30-SEP-2025,1416.8000000,1448.0000000,1466.4000000,1428.2000000,1432.8000000,1432.8000000,1.1200000,43192.0000000,10974400.0000000,23104.0000000,15840886150.0000000
FUTSTKAMBER25-NOV-2025,8380.0000000,8381.0000000,8430.0000000,8380.0000000,8387.0000000,8387.0000000,0.0800000,33.0000000,1900.0000000,19.0000000,15977850.0000000
FUTSTKAMBER28-OCT-2025,8336.5000000,8349.0000000,8405.0000000,8319.0000000,8352.0000000,8352.0000000,0.1800000,763.0000000,50300.0000000,503.0000000,420999450.0000000
FUTSTKAMBER30-SEP-2025,8299.5000000,8300.0000000,8364.5000000,8277.0000000,8315.0000000,8315.0000000,0.1800000,5521.0000000,202100.0000000,2021.0000000,1683756850.0000000
FUTSTKAMBUJACEM25-NOV-2025,587.8500000,595.0000000,595.0000000,585.0500000,589.3000000,589.3000000,0.2400000,317.0000000,112350.0000000,107.0000000,66301725.0000000
FUTSTKAMBUJACEM28-OCT-2025,585.0000000,588.0000000,591.7500000,582.5000000,586.8000000,586.8000000,0.3000000,4423.0000000,2167200.0000000,2064.0000000,1272634335.0000000
FUTSTKAMBUJACEM30-SEP-2025,582.1000000,586.1000000,589.3500000,579.0500000,583.6000000,583.6000000,0.2500000,36311.0000000,8276100.0000000,7882.0000000,4837607302.5000000
FUTSTKANGELONE28-OCT-2025,2240.6000000,2240.0000000,2259.9000000,2211.8000000,2243.8000000,2243.8000000,0.1400000,2654.0000000,3750.0000000,15.0000000,8400575.0000000
FUTSTKANGELONE30-SEP-2025,2257.7000000,2223.0000000,2265.0000000,2217.7000000,2250.1000000,2250.1000000,-0.3300000,14531.0000000,93250.0000000,373.0000000,209348550.0000000
FUTSTKANGELONE25-NOV-2025,2247.6000000,2215.9000000,2247.6000000,2215.9000000,2247.6000000,2292.1000000,1.9700000,364.0000000,750.0000000,3.0000000,1669850.0000000
FUTSTKAPLAPOLLO30-SEP-2025,1705.7000000,1699.8000000,1704.0000000,1676.0000000,1696.0000000,1696.0000000,-0.5600000,23590.0000000,547050.0000000,1563.0000000,925169210.0000000
FUTSTKAPLAPOLLO28-OCT-2025,1713.8000000,1706.9000000,1710.3000000,1684.0000000,1705.2000000,1705.2000000,-0.5000000,1636.0000000,301700.0000000,862.0000000,512493905.0000000
FUTSTKAPLAPOLLO25-NOV-2025,1715.3000000,1712.5000000,1715.1000000,1695.0000000,1714.5000000,1714.5000000,-0.0400000,33.0000000,2800.0000000,8.0000000,4782225.0000000
FUTSTKAPOLLOHOSP30-SEP-2025,7882.0000000,7871.0000000,7873.0000000,7821.5000000,7835.0000000,7835.0000000,-0.5900000,20973.0000000,178875.0000000,1431.0000000,1402620750.0000000
FUTSTKAPOLLOHOSP28-OCT-2025,7922.0000000,7900.0000000,7905.0000000,7861.0000000,7872.5000000,7872.5000000,-0.6200000,1004.0000000,42875.0000000,343.0000000,337689562.5000000
FUTSTKAPOLLOHOSP25-NOV-2025,7963.0000000,7922.0000000,7926.5000000,7899.0000000,7907.5000000,7907.5000000,-0.6900000,120.0000000,1375.0000000,11.0000000,10881500.0000000
FUTSTKASHOKLEY28-OCT-2025,137.6000000,138.1700000,141.1900000,138.1100000,139.6500000,139.6500000,1.4800000,4729.0000000,12805000.0000000,2561.0000000,1787378000.0000000
FUTSTKASHOKLEY30-SEP-2025,138.1600000,138.4000000,141.9900000,138.3700000,140.3000000,140.3000000,1.5400000,22324.0000000,38535000.0000000,7707.0000000,5411924650.0000000
FUTSTKASHOKLEY25-NOV-2025,137.4600000,138.1000000,140.4900000,138.0200000,139.0900000,139.0900000,1.1800000,226.0000000,915000.0000000,183.0000000,127236800.0000000
FUTSTKAUBANK25-NOV-2025,724.3500000,721.9500000,732.9500000,718.0000000,722.5000000,722.5000000,-0.2500000,143.0000000,71000.0000000,71.0000000,51475650.0000000
FUTSTKAUBANK28-OCT-2025,723.8500000,724.4000000,729.0000000,716.7500000,723.0000000,723.0000000,-0.1100000,2097.0000000,995000.0000000,995.0000000,719089000.0000000
FUTSTKAUBANK30-SEP-2025,722.4000000,723.4500000,727.5500000,714.7000000,721.0000000,721.0000000,-0.1900000,21187.0000000,4045000.0000000,4045.0000000,2916335750.0000000
FUTSTKBAJFINANCE30-SEP-2025,1000.8000000,996.8500000,999.3000000,991.5000000,996.1500000,996.1500000,-0.4600000,109514.0000000,6882000.0000000,9176.0000000,6851772112.5000000
FUTSTKBAJFINANCE28-OCT-2025,1004.7500000,999.0000000,1004.0000000,996.5500000,1000.9000000,1000.9000000,-0.3800000,10900.0000000,1226250.0000000,1635.0000000,1227087900.0000000
FUTSTKBAJFINANCE25-NOV-2025,1010.1000000,1005.8500000,1008.5500000,1001.6000000,1005.3500000,1005.3500000,-0.4700000,506.0000000,64500.0000000,86.0000000,64849462.5000000
FUTSTKBANDHANBNK28-OCT-2025,168.6000000,168.8600000,169.5200000,166.1700000,168.4700000,168.4700000,-0.0700000,4383.0000000,5216400.0000000,1449.0000000,876251916.0000000
FUTSTKBANDHANBNK30-SEP-2025,167.8900000,167.7900000,168.8200000,165.2800000,167.5500000,167.5500000,-0.2000000,21465.0000000,12812400.0000000,3559.0000000,2140578252.0000000
FUTSTKBANDHANBNK25-NOV-2025,169.4500000,169.9500000,170.2900000,167.2100000,169.1900000,169.1900000,-0.1500000,516.0000000,471600.0000000,131.0000000,79696260.0000000
FUTSTKBANKBARODA28-OCT-2025,251.4800000,251.4000000,256.6300000,251.3200000,254.3000000,254.3000000,1.1200000,7344.0000000,15555150.0000000,5318.0000000,3964169605.5000000
FUTSTKBANKBARODA25-NOV-2025,252.5100000,253.7900000,257.0400000,253.6800000,255.4900000,255.4900000,1.1800000,270.0000000,386100.0000000,132.0000000,98740131.7500000
FUTSTKBANKBARODA30-SEP-2025,250.0600000,250.8500000,255.4700000,249.5000000,253.0100000,253.0100000,1.1700000,35804.0000000,36694125.0000000,12545.0000000,9296341850.2500000
FUTSTKBANKINDIA25-NOV-2025,120.3700000,122.0000000,122.6000000,121.7300000,122.0000000,122.0000000,1.3500000,132.0000000,213200.0000000,41.0000000,26072124.0000000
FUTSTKBANKINDIA28-OCT-2025,120.1200000,120.1700000,122.3800000,120.1600000,121.4000000,121.4000000,1.0600000,2543.0000000,8366800.0000000,1609.0000000,1019119452.0000000
FUTSTKBANKINDIA30-SEP-2025,119.5100000,119.5400000,121.7500000,119.4600000,120.7200000,120.7200000,1.0100000,9572.0000000,18662800.0000000,3589.0000000,2258151792.0000000
FUTSTKBDL25-NOV-2025,1626.0000000,1628.0000000,1660.5000000,1628.0000000,1649.6000000,1649.6000000,1.4500000,190.0000000,38675.0000000,119.0000000,63663470.0000000
FUTSTKBDL30-SEP-2025,1615.0000000,1615.9000000,1649.0000000,1610.5000000,1634.8000000,1634.8000000,1.2200000,14398.0000000,1306500.0000000,4020.0000000,2134942940.0000000
FUTSTKBDL28-OCT-2025,1614.0000000,1618.1000000,1656.4000000,1616.3000000,1641.6000000,1641.6000000,1.7100000,1656.0000000,263250.0000000,810.0000000,431905435.0000000
FUTSTKBEL28-OCT-2025,413.7000000,412.0500000,416.5500000,411.9500000,412.4500000,412.4500000,-0.3000000,4643.0000000,5657250.0000000,1985.0000000,2341212585.0000000
FUTSTKBEL30-SEP-2025,411.6500000,410.9500000,414.5500000,409.7000000,410.5000000,410.5000000,-0.2700000,32161.0000000,17900850.0000000,6281.0000000,7373679600.0000000
FUTSTKBEL25-NOV-2025,415.8000000,414.2000000,418.7000000,414.0000000,414.4500000,414.4500000,-0.3200000,735.0000000,550050.0000000,193.0000000,228957315.0000000
FUTSTKBHARATFORG30-SEP-2025,1273.7000000,1271.0000000,1276.0000000,1258.5000000,1273.7000000,1273.7000000,0.0000000,17625.0000000,1477000.0000000,2954.0000000,1873550800.0000000
FUTSTKBHARATFORG25-NOV-2025,1283.5000000,1276.5000000,1285.1000000,1268.0000000,1285.1000000,1285.1000000,0.1200000,201.0000000,15500.0000000,31.0000000,19710750.0000000
FUTSTKBHARATFORG28-OCT-2025,1278.5000000,1275.7000000,1280.9000000,1262.9000000,1276.8000000,1276.8000000,-0.1300000,1187.0000000,384500.0000000,769.0000000,489398900.0000000
FUTSTKBHARTIARTL30-SEP-2025,1947.7000000,1943.1000000,1978.6000000,1933.7000000,1964.7000000,1964.7000000,0.8700000,83311.0000000,8664475.0000000,18241.0000000,16950334292.5000000
FUTSTKBHARTIARTL28-OCT-2025,1957.5000000,1953.2000000,1988.5000000,1944.3000000,1974.5000000,1974.5000000,0.8600000,13527.0000000,2855225.0000000,6011.0000000,5622492445.0000000
FUTSTKBHARTIARTL25-NOV-2025,1963.4000000,1963.6000000,1995.0000000,1955.0000000,1985.6000000,1985.6000000,1.1300000,283.0000000,70775.0000000,149.0000000,139920512.5000000
FUTSTKBIOCON30-SEP-2025,369.8000000,373.2000000,374.4000000,368.2000000,369.6000000,369.6000000,-0.0500000,13869.0000000,16947500.0000000,6779.0000000,6281165500.0000000
FUTSTKBIOCON25-NOV-2025,373.5500000,375.6000000,377.7000000,372.5000000,372.8500000,372.8500000,-0.1800000,142.0000000,160000.0000000,64.0000000,59991375.0000000
FUTSTKBIOCON28-OCT-2025,372.0500000,373.5000000,376.5000000,370.4000000,371.5000000,371.5000000,-0.1400000,2881.0000000,5820000.0000000,2328.0000000,2166401375.0000000
FUTSTKBLUESTARCO25-NOV-2025,1957.8000000,1961.7000000,1961.8000000,1961.7000000,1961.8000000,1961.8000000,0.2000000,26.0000000,650.0000000,2.0000000,1275137.5000000
FUTSTKBLUESTARCO28-OCT-2025,1957.0000000,1950.3000000,1968.0000000,1938.0000000,1964.6000000,1964.6000000,0.3800000,1293.0000000,242450.0000000,746.0000000,474952335.0000000
FUTSTKBLUESTARCO30-SEP-2025,1959.2000000,1952.0000000,1970.0000000,1936.8000000,1966.1000000,1966.1000000,0.3500000,5356.0000000,470600.0000000,1448.0000000,921666947.5000000
FUTSTKBPCL28-OCT-2025,328.0000000,327.9000000,336.6500000,327.6000000,332.4000000,332.4000000,1.3400000,804.0000000,1653075.0000000,837.0000000,550940075.0000000
FUTSTKBPCL30-SEP-2025,326.3000000,326.7000000,335.2500000,325.8500000,330.7500000,330.7500000,1.3600000,17550.0000000,10408250.0000000,5270.0000000,3452226036.2500000
FUTSTKBPCL25-NOV-2025,328.9000000,329.0000000,336.9000000,329.0000000,333.8000000,333.8000000,1.4800000,59.0000000,132325.0000000,67.0000000,44244246.2500000
FUTSTKBRITANNIA25-NOV-2025,6171.5000000,6150.0000000,6162.0000000,6130.0000000,6154.0000000,6154.0000000,-0.2800000,74.0000000,2125.0000000,17.0000000,13061437.5000000
FUTSTKBRITANNIA28-OCT-2025,6144.5000000,6135.5000000,6141.5000000,6098.0000000,6120.0000000,6120.0000000,-0.3900000,705.0000000,45125.0000000,361.0000000,276246937.5000000
FUTSTKBRITANNIA30-SEP-2025,6113.5000000,6110.0000000,6124.0000000,6065.5000000,6093.0000000,6093.0000000,-0.3300000,30399.0000000,216625.0000000,1733.0000000,1319867000.0000000
FUTSTKCDSL30-SEP-2025,1595.4000000,1600.0000000,1608.0000000,1578.0000000,1588.1000000,1588.1000000,-0.4500000,17626.0000000,1507650.0000000,3174.0000000,2403744862.5000000
FUTSTKCDSL28-OCT-2025,1598.8000000,1605.0000000,1611.0000000,1585.0000000,1592.0000000,1592.0000000,-0.4200000,3548.0000000,526775.0000000,1109.0000000,841793575.0000000
FUTSTKCDSL25-NOV-2025,1603.4000000,1596.0000000,1614.0000000,1592.5000000,1595.9000000,1595.9000000,-0.4600000,390.0000000,41800.0000000,88.0000000,66961652.5000000
FUTSTKCGPOWER30-SEP-2025,785.7500000,783.2500000,788.5500000,776.3500000,781.8000000,781.8000000,-0.5000000,17650.0000000,1934600.0000000,2276.0000000,1511956795.0000000
FUTSTKCGPOWER25-NOV-2025,793.5000000,793.5000000,795.4000000,783.9500000,789.2500000,789.2500000,-0.5300000,178.0000000,29750.0000000,35.0000000,23425405.0000000
FUTSTKCGPOWER28-OCT-2025,789.7500000,789.7500000,792.5000000,780.2000000,785.5500000,785.5500000,-0.5300000,1393.0000000,489600.0000000,576.0000000,384234595.0000000
FUTSTKCHOLAFIN25-NOV-2025,1577.3000000,1563.4000000,1590.0000000,1563.4000000,1585.8000000,1585.8000000,0.5300000,81.0000000,11250.0000000,18.0000000,17755562.5000000
FUTSTKCHOLAFIN28-OCT-2025,1575.6000000,1563.9000000,1590.0000000,1561.1000000,1584.3000000,1584.3000000,0.5500000,1937.0000000,393125.0000000,629.0000000,620422250.0000000
FUTSTKCHOLAFIN30-SEP-2025,1578.3000000,1578.0000000,1594.6000000,1562.6000000,1587.4000000,1587.4000000,0.5700000,20089.0000000,1987500.0000000,3180.0000000,3140876500.0000000
FUTSTKCIPLA30-SEP-2025,1584.7000000,1585.0000000,1586.5000000,1559.6000000,1578.7000000,1578.7000000,-0.3700000,28188.0000000,1689750.0000000,4506.0000000,2656165987.5000000
FUTSTKCIPLA28-OCT-2025,1592.6000000,1595.0000000,1595.0000000,1567.9000000,1587.0000000,1587.0000000,-0.3500000,1755.0000000,483750.0000000,1290.0000000,763428375.0000000
FUTSTKCIPLA25-NOV-2025,1600.6000000,1585.0000000,1597.0000000,1579.4000000,1596.3000000,1596.3000000,-0.2600000,45.0000000,6375.0000000,17.0000000,10101300.0000000
FUTSTKCONCOR28-OCT-2025,566.1000000,564.6500000,566.7000000,557.7000000,558.6000000,558.6000000,-1.3200000,2795.0000000,1281250.0000000,1025.0000000,718649250.0000000
FUTSTKCONCOR30-SEP-2025,563.1500000,567.4500000,567.4500000,555.0500000,556.1000000,556.1000000,-1.2500000,15101.0000000,2151250.0000000,1721.0000000,1201223562.5000000
FUTSTKCONCOR25-NOV-2025,567.0500000,566.5000000,567.1500000,559.0000000,559.6500000,559.6500000,-1.3000000,403.0000000,81250.0000000,65.0000000,45696250.0000000
FUTSTKDALBHARAT30-SEP-2025,2455.2000000,2454.3000000,2464.1000000,2410.8000000,2420.9000000,2420.9000000,-1.3900000,8758.0000000,473850.0000000,1458.0000000,1151000402.5000000
FUTSTKDALBHARAT28-OCT-2025,2462.2000000,2462.1000000,2467.5000000,2422.2000000,2429.0000000,2429.0000000,-1.3400000,575.0000000,61425.0000000,189.0000000,150010640.0000000
FUTSTKDALBHARAT25-NOV-2025,2466.8000000,2460.0000000,2461.2000000,2433.0000000,2434.0000000,2434.0000000,-1.3200000,35.0000000,1950.0000000,6.0000000,4764890.0000000
FUTSTKDELHIVERY25-NOV-2025,490.0500000,484.7500000,484.7500000,479.0000000,480.0500000,480.0500000,-2.0400000,73.0000000,22825.0000000,11.0000000,10993972.5000000
FUTSTKDELHIVERY30-SEP-2025,485.3500000,483.0000000,485.5000000,475.0500000,479.7500000,479.7500000,-1.1500000,5700.0000000,2724475.0000000,1313.0000000,1307138365.0000000
FUTSTKDELHIVERY28-OCT-2025,486.9500000,489.0000000,489.0000000,477.8000000,481.3500000,481.3500000,-1.1500000,347.0000000,533275.0000000,257.0000000,257152571.2500000
FUTSTKDIXON28-OCT-2025,18449.0000000,18412.0000000,18500.0000000,18291.0000000,18331.0000000,18331.0000000,-0.6300000,1429.0000000,49450.0000000,989.0000000,909121000.0000000
FUTSTKDIXON30-SEP-2025,18360.0000000,18331.0000000,18422.0000000,18198.0000000,18236.0000000,18236.0000000,-0.6700000,30818.0000000,198550.0000000,3971.0000000,3630109500.0000000
FUTSTKDIXON25-NOV-2025,18543.0000000,18541.0000000,18555.0000000,18374.0000000,18399.0000000,18399.0000000,-0.7700000,222.0000000,4050.0000000,81.0000000,74811450.0000000
FUTSTKEICHERMOT30-SEP-2025,6944.5000000,6944.0000000,7032.5000000,6938.5000000,6996.0000000,6996.0000000,0.7400000,21390.0000000,624400.0000000,3568.0000000,4360360025.0000000
FUTSTKEICHERMOT28-OCT-2025,6976.5000000,6991.0000000,7065.0000000,6972.0000000,7028.5000000,7028.5000000,0.7400000,2573.0000000,153475.0000000,877.0000000,1077351362.5000000
FUTSTKEICHERMOT25-NOV-2025,7006.0000000,7025.0000000,7093.0000000,7006.0000000,7059.5000000,7059.5000000,0.7600000,172.0000000,10150.0000000,58.0000000,71583662.5000000
FUTSTKETERNAL28-OCT-2025,340.0500000,339.4000000,342.5000000,337.4500000,339.8000000,339.8000000,-0.0700000,13753.0000000,25338825.0000000,10449.0000000,8620704522.5000000
FUTSTKETERNAL25-NOV-2025,341.5000000,340.2000000,343.9000000,338.6500000,341.1000000,341.1000000,-0.1100000,540.0000000,514100.0000000,212.0000000,175473606.2500000
FUTSTKETERNAL30-SEP-2025,338.5000000,339.5000000,340.9000000,335.6500000,338.0000000,338.0000000,-0.1400000,96196.0000000,46038625.0000000,18985.0000000,15583723665.0000000
FUTSTKEXIDEIND30-SEP-2025,426.8500000,425.0000000,426.8500000,415.3500000,416.2000000,416.2000000,-2.4900000,15158.0000000,4568400.0000000,2538.0000000,1915513020.0000000
FUTSTKEXIDEIND25-NOV-2025,431.2500000,429.0000000,430.0000000,420.0000000,420.6500000,420.6500000,-2.4500000,241.0000000,118800.0000000,66.0000000,50411880.0000000
FUTSTKEXIDEIND28-OCT-2025,429.0500000,428.9500000,428.9500000,415.5000000,418.1000000,418.1000000,-2.5500000,2375.0000000,2763000.0000000,1535.0000000,1161671490.0000000
FUTSTKFORTIS28-OCT-2025,972.0500000,964.3500000,964.3500000,955.2000000,961.0500000,961.0500000,-1.1300000,278.0000000,189100.0000000,244.0000000,181620165.0000000
FUTSTKFORTIS25-NOV-2025,970.6500000,966.0000000,966.0000000,954.0000000,958.9500000,958.9500000,-1.2000000,136.0000000,14725.0000000,19.0000000,14133907.5000000
FUTSTKFORTIS30-SEP-2025,970.8500000,969.4500000,969.4500000,952.8500000,958.0000000,958.0000000,-1.3200000,10390.0000000,1509700.0000000,1948.0000000,1446369518.7500000
FUTSTKGAIL30-SEP-2025,181.2700000,182.1900000,182.4500000,181.0000000,181.9300000,181.9300000,0.3600000,32065.0000000,6747300.0000000,2142.0000000,1226887578.0000000
FUTSTKGAIL28-OCT-2025,182.2200000,182.0200000,183.4000000,181.9000000,182.9300000,182.9300000,0.3800000,2403.0000000,1839600.0000000,584.0000000,336320428.5000000
FUTSTKGAIL25-NOV-2025,183.0100000,184.0000000,184.2200000,183.2000000,183.8200000,183.8200000,0.4400000,280.0000000,151200.0000000,48.0000000,27774463.5000000
FUTSTKHAL30-SEP-2025,4878.3000000,4870.9000000,4945.0000000,4863.8000000,4932.2000000,4932.2000000,1.1000000,48709.0000000,970500.0000000,6470.0000000,4777275300.0000000
FUTSTKHAL28-OCT-2025,4901.2000000,4901.2000000,4968.0000000,4891.1000000,4956.4000000,4956.4000000,1.1200000,7103.0000000,291450.0000000,1943.0000000,1441784565.0000000
FUTSTKHAL25-NOV-2025,4925.5000000,4920.2000000,4990.3000000,4909.9000000,4980.8000000,4980.8000000,1.1200000,819.0000000,52200.0000000,348.0000000,259313400.0000000
FUTSTKHAVELLS25-NOV-2025,1615.4000000,1620.9000000,1620.9000000,1608.0000000,1608.8000000,1608.8000000,-0.4000000,105.0000000,7000.0000000,14.0000000,11305350.0000000
FUTSTKHAVELLS30-SEP-2025,1599.4000000,1599.5000000,1613.1000000,1592.0000000,1594.1000000,1594.1000000,-0.3300000,20142.0000000,886500.0000000,1773.0000000,1418821000.0000000
FUTSTKHAVELLS28-OCT-2025,1605.3000000,1606.0000000,1619.9000000,1600.0000000,1601.2000000,1601.2000000,-0.2500000,973.0000000,161500.0000000,323.0000000,259638100.0000000
FUTSTKHCLTECH25-NOV-2025,1498.6000000,1491.0000000,1492.0000000,1472.1000000,1476.6000000,1476.6000000,-1.4600000,473.0000000,53900.0000000,154.0000000,79712710.0000000
FUTSTKHCLTECH28-OCT-2025,1492.1000000,1492.1000000,1492.1000000,1465.5000000,1468.5000000,1468.5000000,-1.5800000,6151.0000000,758800.0000000,2168.0000000,1116831695.0000000
FUTSTKHCLTECH30-SEP-2025,1496.4000000,1492.8000000,1496.3000000,1469.8000000,1473.2000000,1473.2000000,-1.5500000,49252.0000000,2460500.0000000,7030.0000000,3634574790.0000000
FUTSTKHDFCAMC28-OCT-2025,5894.5000000,5904.0000000,5933.5000000,5873.5000000,5891.5000000,5891.5000000,-0.0500000,617.0000000,65250.0000000,435.0000000,385497300.0000000
FUTSTKHDFCAMC30-SEP-2025,5874.0000000,5885.5000000,5911.0000000,5850.0000000,5865.0000000,5865.0000000,-0.1500000,13773.0000000,287100.0000000,1914.0000000,1687959225.0000000
FUTSTKHDFCAMC25-NOV-2025,5905.5000000,5907.5000000,5942.5000000,5906.0000000,5917.0000000,5922.5000000,0.2800000,58.0000000,3150.0000000,21.0000000,18649125.0000000
FUTSTKHDFCBANK30-SEP-2025,978.9500000,978.9000000,978.9000000,963.5000000,969.7500000,969.7500000,-0.9300000,166595.0000000,24368300.0000000,22153.0000000,23620152545.0000000
FUTSTKHDFCBANK25-NOV-2025,988.4500000,985.4000000,985.7000000,973.2000000,979.1500000,979.1500000,-0.9400000,1125.0000000,377300.0000000,343.0000000,368949460.0000000
FUTSTKHDFCBANK28-OCT-2025,983.8000000,982.2500000,983.1500000,968.6000000,974.8000000,974.8000000,-0.9100000,40836.0000000,7024600.0000000,6386.0000000,6844471535.0000000
FUTSTKHINDALCO25-NOV-2025,759.3000000,752.9000000,756.3000000,748.0000000,752.6000000,752.6000000,-0.8800000,149.0000000,102200.0000000,73.0000000,76879110.0000000
FUTSTKHINDALCO28-OCT-2025,756.1000000,754.5500000,756.0000000,744.2000000,749.3000000,749.3000000,-0.8900000,3065.0000000,1635200.0000000,1168.0000000,1224694800.0000000
FUTSTKHINDALCO30-SEP-2025,752.1000000,752.0000000,752.5000000,740.4000000,745.3500000,745.3500000,-0.8900000,32991.0000000,7408800.0000000,5292.0000000,5522568660.0000000
FUTSTKHINDUNILVR25-NOV-2025,2600.8000000,2593.0000000,2593.0000000,2571.0000000,2573.7000000,2573.7000000,-1.0400000,475.0000000,27300.0000000,91.0000000,70422330.0000000
FUTSTKHINDUNILVR28-OCT-2025,2608.3000000,2615.9000000,2619.9000000,2576.9000000,2580.9000000,2580.9000000,-1.0500000,3947.0000000,526200.0000000,1754.0000000,1360875060.0000000
FUTSTKHINDUNILVR30-SEP-2025,2596.8000000,2598.8000000,2608.0000000,2565.0000000,2568.6000000,2568.6000000,-1.0800000,47405.0000000,1761000.0000000,5870.0000000,4539066900.0000000
FUTSTKHINDZINC25-NOV-2025,461.3000000,462.0000000,462.6500000,457.5000000,458.5000000,458.5000000,-0.6000000,265.0000000,40425.0000000,33.0000000,18583495.0000000
FUTSTKHINDZINC30-SEP-2025,456.7500000,457.9000000,458.8000000,452.9500000,453.8000000,453.8000000,-0.6400000,22859.0000000,1961225.0000000,1601.0000000,892850805.0000000
FUTSTKHINDZINC28-OCT-2025,459.0500000,460.2500000,461.0000000,455.2000000,456.1500000,456.1500000,-0.6300000,2831.0000000,643125.0000000,525.0000000,294165926.2500000
FUTSTKICICIPRULI25-NOV-2025,612.9500000,613.0000000,613.0000000,611.0000000,611.6500000,611.6500000,-0.2100000,89.0000000,12025.0000000,13.0000000,7358005.0000000
FUTSTKICICIPRULI28-OCT-2025,610.3000000,611.4000000,613.0000000,606.5500000,607.8000000,607.8000000,-0.4000000,787.0000000,293225.0000000,317.0000000,178519403.7500000
FUTSTKICICIPRULI30-SEP-2025,607.2000000,606.9000000,610.0000000,603.5500000,605.0000000,605.0000000,-0.3600000,11965.0000000,1367150.0000000,1478.0000000,828625591.2500000
FUTSTKIDFCFIRSTB25-NOV-2025,72.8300000,73.0900000,73.3100000,72.5500000,72.6600000,72.6600000,-0.2300000,815.0000000,1085175.0000000,117.0000000,79114637.0000000
FUTSTKIDFCFIRSTB30-SEP-2025,72.0800000,72.1100000,72.6800000,71.8000000,71.9400000,71.9400000,-0.1900000,36405.0000000,46059650.0000000,4966.0000000,3324639424.7500000
FUTSTKIDFCFIRSTB28-OCT-2025,72.4600000,72.7200000,73.0600000,72.1500000,72.3200000,72.3200000,-0.1900000,7187.0000000,26127675.0000000,2817.0000000,1896058477.2500000
FUTSTKIEX30-SEP-2025,149.2800000,149.1800000,150.3000000,148.7400000,149.3200000,149.3200000,0.0200000,11123.0000000,4065000.0000000,1084.0000000,607502212.5000000
FUTSTKIEX25-NOV-2025,150.5300000,151.2300000,151.3100000,150.2000000,150.8300000,150.7100000,0.1100000,185.0000000,101250.0000000,27.0000000,15252937.5000000
FUTSTKIEX28-OCT-2025,150.0000000,150.2500000,150.8800000,149.3800000,150.0900000,150.0900000,0.0600000,3295.0000000,1230000.0000000,328.0000000,184680300.0000000
FUTSTKIIFL25-NOV-2025,454.6000000,459.0000000,463.0000000,458.2500000,458.2500000,459.1500000,1.0000000,38.0000000,26400.0000000,16.0000000,12167430.0000000
FUTSTKIIFL28-OCT-2025,453.7000000,456.0000000,461.8500000,455.0000000,457.8000000,457.8000000,0.9000000,473.0000000,696300.0000000,422.0000000,319219560.0000000
FUTSTKIIFL30-SEP-2025,451.8500000,453.5000000,459.5000000,452.6000000,455.7000000,455.7000000,0.8500000,8657.0000000,2181300.0000000,1322.0000000,995618827.5000000
FUTSTKINDUSTOWER25-NOV-2025,358.3500000,359.1500000,365.9500000,356.2000000,360.9500000,360.9500000,0.7200000,367.0000000,158100.0000000,93.0000000,57036445.0000000
FUTSTKINDUSTOWER28-OCT-2025,357.7500000,357.4500000,364.9000000,354.0000000,359.4500000,359.4500000,0.4700000,2623.0000000,2893400.0000000,1702.0000000,1040389800.0000000
