CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKADANIENSOL25-NOV-2025,850.0000000,890.0000000,909.0000000,865.7000000,888.8000000,888.8000000,4.5600000,90.0000000,81675.0000000,121.0000000,72582581.2500000
FUTSTKADANIENSOL30-SEP-2025,841.3000000,858.8000000,903.0000000,856.5000000,879.1500000,879.1500000,4.4900000,28171.0000000,8095275.0000000,11993.0000000,7106028041.2500000
FUTSTKADANIENSOL28-OCT-2025,844.7500000,876.5000000,907.0500000,862.0000000,884.0000000,884.0000000,4.6400000,1023.0000000,1015200.0000000,1504.0000000,897951960.0000000
FUTSTKADANIENT25-NOV-2025,2437.0000000,2500.0000000,2610.0000000,2500.0000000,2560.1000000,2560.1000000,5.0500000,278.0000000,175200.0000000,584.0000000,446566500.0000000
FUTSTKADANIENT30-SEP-2025,2412.9000000,2470.0000000,2589.4000000,2470.0000000,2533.1000000,2533.1000000,4.9800000,48432.0000000,12422700.0000000,41409.0000000,31377709350.0000000
FUTSTKADANIENT28-OCT-2025,2424.6000000,2490.0000000,2601.0000000,2488.3000000,2545.3000000,2545.3000000,4.9700000,6369.0000000,2437500.0000000,8125.0000000,6193068420.0000000
FUTSTKADANIGREEN25-NOV-2025,993.4000000,1015.0000000,1084.9500000,1015.0000000,1042.7500000,1042.7500000,4.9600000,415.0000000,439800.0000000,733.0000000,460320900.0000000
FUTSTKADANIGREEN28-OCT-2025,988.2000000,1024.9500000,1080.5500000,1010.0000000,1039.8000000,1039.8000000,5.2200000,2384.0000000,2997000.0000000,4995.0000000,3122074920.0000000
FUTSTKADANIGREEN30-SEP-2025,983.4500000,1017.9500000,1074.9500000,1004.6000000,1035.2500000,1035.2500000,5.2600000,28799.0000000,17218200.0000000,28697.0000000,17832002610.0000000
FUTSTKALKEM30-SEP-2025,5505.5000000,5506.5000000,5580.0000000,5506.5000000,5556.0000000,5556.0000000,0.9100000,12614.0000000,212000.0000000,1696.0000000,1175618812.5000000
FUTSTKALKEM28-OCT-2025,5527.0000000,5564.5000000,5605.5000000,5541.5000000,5582.0000000,5582.0000000,0.9900000,318.0000000,36125.0000000,289.0000000,201235125.0000000
FUTSTKALKEM25-NOV-2025,5542.5000000,5582.0000000,5612.0000000,5582.0000000,5612.0000000,5604.0000000,1.1000000,24.0000000,375.0000000,3.0000000,2098625.0000000
FUTSTKASIANPAINT25-NOV-2025,2507.5000000,2502.0000000,2535.5000000,2502.0000000,2512.7000000,2512.7000000,0.2000000,387.0000000,32250.0000000,129.0000000,81466250.0000000
FUTSTKASIANPAINT28-OCT-2025,2496.9000000,2496.1000000,2526.0000000,2484.2000000,2502.1000000,2502.1000000,0.2000000,3135.0000000,545500.0000000,2182.0000000,1367497475.0000000
FUTSTKASIANPAINT30-SEP-2025,2483.6000000,2483.3000000,2514.0000000,2472.6000000,2490.7000000,2490.7000000,0.2800000,47039.0000000,2062000.0000000,8248.0000000,5147629250.0000000
FUTSTKASTRAL28-OCT-2025,1470.4000000,1470.4000000,1478.3000000,1457.0000000,1462.0000000,1462.0000000,-0.5700000,1717.0000000,187000.0000000,440.0000000,274098097.5000000
FUTSTKASTRAL25-NOV-2025,1476.0000000,1476.0000000,1482.0000000,1463.1000000,1463.3000000,1468.7000000,-0.4900000,144.0000000,22100.0000000,52.0000000,32507357.5000000
FUTSTKASTRAL30-SEP-2025,1463.4000000,1461.8000000,1472.0000000,1449.0000000,1454.3000000,1454.3000000,-0.6200000,17922.0000000,1127100.0000000,2652.0000000,1642505107.5000000
FUTSTKAUROPHARMA30-SEP-2025,1133.6000000,1135.0000000,1140.0000000,1120.2000000,1122.9000000,1122.9000000,-0.9400000,30922.0000000,1864500.0000000,3390.0000000,2103354165.0000000
FUTSTKAUROPHARMA25-NOV-2025,1143.1000000,1147.0000000,1149.1000000,1132.0000000,1133.8000000,1133.8000000,-0.8100000,186.0000000,31900.0000000,58.0000000,36332175.0000000
FUTSTKAUROPHARMA28-OCT-2025,1139.1000000,1144.5000000,1144.5000000,1126.9000000,1128.7000000,1128.7000000,-0.9100000,6077.0000000,433950.0000000,789.0000000,492081425.0000000
FUTSTKAXISBANK30-SEP-2025,1135.0000000,1132.9000000,1145.7000000,1128.9000000,1139.4000000,1139.4000000,0.3800000,153368.0000000,9849375.0000000,15759.0000000,11208957187.5000000
FUTSTKAXISBANK25-NOV-2025,1146.0000000,1143.7000000,1156.3000000,1140.5000000,1150.4000000,1150.4000000,0.3800000,1026.0000000,109375.0000000,175.0000000,125671187.5000000
FUTSTKAXISBANK28-OCT-2025,1140.5000000,1139.3000000,1151.5000000,1134.7000000,1145.0000000,1145.0000000,0.3900000,15608.0000000,2287500.0000000,3660.0000000,2613433125.0000000
FUTSTKBAJAJ-AUTO28-OCT-2025,9085.0000000,9057.5000000,9063.5000000,9002.0000000,9018.0000000,9018.0000000,-0.7300000,3880.0000000,107775.0000000,1437.0000000,973082475.0000000
FUTSTKBAJAJ-AUTO25-NOV-2025,9120.5000000,9081.0000000,9085.0000000,9035.0000000,9044.5000000,9044.5000000,-0.8300000,334.0000000,3600.0000000,48.0000000,32609625.0000000
FUTSTKBAJAJ-AUTO30-SEP-2025,9072.0000000,9035.0000000,9054.0000000,8975.5000000,8989.5000000,8989.5000000,-0.9000000,42430.0000000,449850.0000000,5998.0000000,4050265650.0000000
FUTSTKBAJAJFINSV25-NOV-2025,2095.5000000,2093.0000000,2093.7000000,2084.4000000,2089.4000000,2089.4000000,-0.2900000,124.0000000,9500.0000000,19.0000000,19829600.0000000
FUTSTKBAJAJFINSV28-OCT-2025,2086.1000000,2081.3000000,2088.1000000,2070.0000000,2081.2000000,2081.2000000,-0.2300000,1897.0000000,203000.0000000,406.0000000,422010950.0000000
FUTSTKBAJAJFINSV30-SEP-2025,2076.1000000,2077.1000000,2081.0000000,2059.1000000,2070.5000000,2070.5000000,-0.2600000,33606.0000000,1298500.0000000,2597.0000000,2687013300.0000000
FUTIDXBANKNIFTY30-SEP-2025,55879.6000000,55848.6000000,55857.4000000,55550.0000000,55654.4000000,55654.4000000,-0.4000000,56732.0000000,775320.0000000,22152.0000000,43150114721.0000000
FUTIDXBANKNIFTY25-NOV-2025,56451.8000000,56409.8000000,56409.8000000,56155.0000000,56233.8000000,56233.8000000,-0.3800000,3164.0000000,19040.0000000,544.0000000,1070976802.0000000
FUTIDXBANKNIFTY28-OCT-2025,56178.2000000,56110.2000000,56149.2000000,55860.0000000,55955.0000000,55955.0000000,-0.3900000,8604.0000000,112700.0000000,3220.0000000,6306768755.0000000
FUTSTKBHEL30-SEP-2025,235.6200000,235.6000000,242.3900000,235.0000000,238.0500000,238.0500000,1.0300000,22454.0000000,22183875.0000000,8451.0000000,5311567800.0000000
FUTSTKBHEL25-NOV-2025,237.6000000,238.0000000,244.2600000,238.0000000,240.4900000,240.4900000,1.2100000,245.0000000,433125.0000000,165.0000000,104957081.2500000
FUTSTKBHEL28-OCT-2025,236.6100000,237.0400000,243.5000000,237.0000000,239.0800000,239.0800000,1.0400000,2043.0000000,4570125.0000000,1741.0000000,1100881083.7500000
FUTSTKBOSCHLTD30-SEP-2025,40015.0000000,40055.0000000,40160.0000000,39510.0000000,39850.0000000,39850.0000000,-0.4100000,10489.0000000,37850.0000000,1514.0000000,1506776875.0000000
FUTSTKBOSCHLTD25-NOV-2025,40395.0000000,40260.0000000,40260.0000000,39950.0000000,40200.0000000,40200.0000000,-0.4800000,89.0000000,425.0000000,17.0000000,17048000.0000000
FUTSTKBOSCHLTD28-OCT-2025,40230.0000000,40305.0000000,40310.0000000,39700.0000000,40040.0000000,40040.0000000,-0.4700000,381.0000000,6325.0000000,253.0000000,252811000.0000000
FUTSTKBSE28-OCT-2025,2216.0000000,2219.3000000,2228.0000000,2194.0000000,2198.2000000,2198.2000000,-0.8000000,4994.0000000,505125.0000000,1347.0000000,1113550500.0000000
FUTSTKBSE25-NOV-2025,2223.6000000,2216.0000000,2231.7000000,2200.0000000,2205.4000000,2205.4000000,-0.8100000,746.0000000,59625.0000000,159.0000000,131812275.0000000
FUTSTKBSE30-SEP-2025,2208.7000000,2200.0000000,2220.3000000,2185.0000000,2189.6000000,2189.6000000,-0.8600000,35226.0000000,2067000.0000000,5512.0000000,4543960275.0000000
FUTSTKCAMS28-OCT-2025,4105.2000000,4102.0000000,4175.0000000,4102.0000000,4126.6000000,4126.6000000,0.5200000,927.0000000,79500.0000000,530.0000000,328803705.0000000
FUTSTKCAMS25-NOV-2025,4115.4000000,4118.2000000,4176.0000000,4118.2000000,4137.1000000,4137.1000000,0.5200000,117.0000000,6900.0000000,46.0000000,28611615.0000000
FUTSTKCAMS30-SEP-2025,4085.3000000,4095.0000000,4156.6000000,4079.5000000,4105.8000000,4105.8000000,0.5000000,12112.0000000,403800.0000000,2692.0000000,1662918210.0000000
FUTSTKCANBK25-NOV-2025,116.8600000,117.6500000,120.0100000,117.6500000,119.1000000,119.1000000,1.9100000,387.0000000,2416500.0000000,358.0000000,287927392.5000000
FUTSTKCANBK30-SEP-2025,115.6900000,115.8600000,118.8900000,115.8600000,117.9800000,117.9800000,1.9700000,27825.0000000,76727250.0000000,11367.0000000,9047200770.0000000
FUTSTKCANBK28-OCT-2025,116.2800000,116.8800000,119.5000000,116.8800000,118.6200000,118.6200000,2.0100000,6307.0000000,34607250.0000000,5127.0000000,4104946282.5000000
FUTSTKCOALINDIA30-SEP-2025,394.4000000,394.4000000,396.1500000,392.3500000,395.2000000,395.2000000,0.2000000,48730.0000000,4758750.0000000,3525.0000000,1878694627.5000000
FUTSTKCOALINDIA28-OCT-2025,396.5000000,395.4500000,398.1000000,394.4500000,397.2000000,397.2000000,0.1700000,3942.0000000,1302750.0000000,965.0000000,516934102.5000000
FUTSTKCOALINDIA25-NOV-2025,397.7000000,396.0500000,398.8000000,396.0500000,398.1000000,398.1000000,0.1000000,364.0000000,117450.0000000,87.0000000,46745910.0000000
FUTSTKCOFORGE25-NOV-2025,1836.5000000,1830.0000000,1833.5000000,1810.8000000,1813.2000000,1813.2000000,-1.2600000,165.0000000,25875.0000000,69.0000000,47132025.0000000
FUTSTKCOFORGE28-OCT-2025,1834.6000000,1830.0000000,1834.9000000,1806.4000000,1808.1000000,1808.1000000,-1.4400000,1160.0000000,330375.0000000,881.0000000,598833937.5000000
FUTSTKCOFORGE30-SEP-2025,1827.9000000,1829.3000000,1829.3000000,1798.9000000,1802.2000000,1802.2000000,-1.4000000,26580.0000000,1411875.0000000,3765.0000000,2553437887.5000000
FUTSTKCOLPAL28-OCT-2025,2385.6000000,2393.0000000,2393.0000000,2353.9000000,2357.7000000,2357.7000000,-1.1600000,1561.0000000,213525.0000000,949.0000000,504673132.5000000
FUTSTKCOLPAL25-NOV-2025,2373.6000000,2379.9000000,2380.0000000,2343.8000000,2346.8000000,2346.8000000,-1.1200000,533.0000000,25200.0000000,112.0000000,59366115.0000000
FUTSTKCOLPAL30-SEP-2025,2373.8000000,2377.0000000,2382.9000000,2343.1000000,2346.6000000,2346.6000000,-1.1400000,19235.0000000,525825.0000000,2337.0000000,1239374700.0000000
FUTSTKCROMPTON25-NOV-2025,320.5500000,320.8500000,321.0000000,317.0000000,317.4500000,317.4500000,-0.9600000,338.0000000,66600.0000000,37.0000000,21220920.0000000
FUTSTKCROMPTON28-OCT-2025,319.9500000,319.5000000,320.0500000,315.4500000,316.1000000,316.1000000,-1.2000000,1736.0000000,966600.0000000,537.0000000,306768600.0000000
FUTSTKCROMPTON30-SEP-2025,318.4000000,318.9000000,318.9000000,313.7500000,314.4000000,314.4000000,-1.2500000,23982.0000000,2435400.0000000,1353.0000000,768394620.0000000
FUTSTKCUMMINSIND28-OCT-2025,4099.0000000,4092.0000000,4105.0000000,4063.0000000,4077.2000000,4077.2000000,-0.5300000,1526.0000000,116800.0000000,584.0000000,477535740.0000000
FUTSTKCUMMINSIND25-NOV-2025,4105.2000000,4146.2000000,4146.2000000,4064.0000000,4090.1000000,4125.9000000,0.5000000,64.0000000,2200.0000000,11.0000000,9026720.0000000
FUTSTKCUMMINSIND30-SEP-2025,4103.1000000,4104.0000000,4113.0000000,4061.0000000,4076.1000000,4076.1000000,-0.6500000,16235.0000000,478400.0000000,2392.0000000,1955052200.0000000
FUTSTKCYIENT30-SEP-2025,1254.1000000,1250.1000000,1254.5000000,1239.8000000,1244.9000000,1244.9000000,-0.7300000,7669.0000000,447525.0000000,1053.0000000,557318905.0000000
FUTSTKCYIENT25-NOV-2025,1257.4000000,1250.8000000,1252.0000000,1241.2000000,1247.3000000,1247.3000000,-0.8000000,212.0000000,17425.0000000,41.0000000,21727912.5000000
FUTSTKCYIENT28-OCT-2025,1258.7000000,1258.7000000,1259.9000000,1247.0000000,1251.1000000,1251.1000000,-0.6000000,918.0000000,156400.0000000,368.0000000,195677182.5000000
FUTSTKDABUR30-SEP-2025,538.0000000,536.2500000,544.0000000,533.6000000,536.7500000,536.7500000,-0.2300000,20286.0000000,3313750.0000000,2651.0000000,1782445875.0000000
FUTSTKDABUR28-OCT-2025,540.8000000,540.7500000,545.9500000,536.6000000,539.5000000,539.5000000,-0.2400000,786.0000000,322500.0000000,258.0000000,174263437.5000000
FUTSTKDABUR25-NOV-2025,542.4000000,544.3000000,545.4500000,537.0000000,539.0500000,541.5000000,-0.1600000,270.0000000,32500.0000000,26.0000000,17550625.0000000
FUTSTKDIVISLAB30-SEP-2025,6142.0000000,6180.0000000,6288.0000000,6180.0000000,6212.0000000,6212.0000000,1.1300000,24756.0000000,717200.0000000,7172.0000000,4473892050.0000000
FUTSTKDIVISLAB28-OCT-2025,6170.0000000,6200.0000000,6318.0000000,6200.0000000,6245.5000000,6245.5000000,1.2200000,1812.0000000,123600.0000000,1236.0000000,775065750.0000000
FUTSTKDIVISLAB25-NOV-2025,6200.0000000,6274.5000000,6339.5000000,6261.0000000,6276.5000000,6276.5000000,1.2300000,168.0000000,12800.0000000,128.0000000,80647500.0000000
FUTSTKDLF25-NOV-2025,792.0500000,794.2000000,799.7500000,783.5500000,788.4500000,788.4500000,-0.4500000,322.0000000,122100.0000000,148.0000000,96363877.5000000
FUTSTKDLF30-SEP-2025,786.7000000,789.0000000,792.6000000,775.5500000,780.8500000,780.8500000,-0.7400000,44150.0000000,6258450.0000000,7586.0000000,4896359407.5000000
FUTSTKDLF28-OCT-2025,790.3000000,791.0000000,796.4000000,780.0000000,784.5500000,784.5500000,-0.7200000,3821.0000000,1791075.0000000,2171.0000000,1407429993.7500000
FUTSTKDMART25-NOV-2025,4700.8000000,4700.8000000,4720.0000000,4675.0000000,4712.0000000,4712.0000000,0.2300000,123.0000000,1350.0000000,9.0000000,6349980.0000000
FUTSTKDMART28-OCT-2025,4727.3000000,4728.5000000,4752.8000000,4690.0000000,4728.9000000,4728.9000000,0.0300000,5470.0000000,257850.0000000,1719.0000000,1216671435.0000000
FUTSTKDMART30-SEP-2025,4758.9000000,4763.8000000,4785.9000000,4719.9000000,4760.2000000,4760.2000000,0.0200000,38935.0000000,564900.0000000,3766.0000000,2684920200.0000000
FUTSTKDRREDDY28-OCT-2025,1315.0000000,1317.6000000,1319.9000000,1306.1000000,1312.9000000,1312.9000000,-0.1500000,2905.0000000,495625.0000000,793.0000000,650273187.5000000
FUTSTKDRREDDY30-SEP-2025,1316.9000000,1318.0000000,1320.8000000,1308.1000000,1315.4000000,1315.4000000,-0.1100000,22174.0000000,1617500.0000000,2588.0000000,2126746500.0000000
FUTSTKDRREDDY25-NOV-2025,1311.4000000,1306.0000000,1314.0000000,1305.0000000,1310.0000000,1310.0000000,-0.1000000,74.0000000,8125.0000000,13.0000000,10636875.0000000
FUTSTKFEDERALBNK28-OCT-2025,199.8600000,200.0000000,200.9500000,199.3300000,199.4200000,199.4200000,-0.2200000,1620.0000000,3940000.0000000,788.0000000,788308100.0000000
FUTSTKFEDERALBNK30-SEP-2025,198.9200000,199.0000000,199.9800000,198.2200000,198.4500000,198.4500000,-0.2300000,16894.0000000,9620000.0000000,1924.0000000,1914268900.0000000
FUTSTKFEDERALBNK25-NOV-2025,200.9100000,201.3100000,201.7800000,200.0000000,200.4100000,200.4100000,-0.2400000,163.0000000,175000.0000000,35.0000000,35153850.0000000
FUTIDXFINNIFTY30-SEP-2025,26751.8000000,26740.0000000,26748.1000000,26570.0000000,26623.4000000,26623.4000000,-0.4700000,998.0000000,18720.0000000,288.0000000,498631763.5000000
FUTIDXFINNIFTY28-OCT-2025,26877.7000000,26824.0000000,26824.0000000,26714.6000000,26784.3000000,26784.3000000,-0.3400000,65.0000000,2340.0000000,36.0000000,62605205.0000000
FUTIDXFINNIFTY25-NOV-2025,27003.8000000,0.0000000,0.0000000,0.0000000,,26825.8000000,-0.6500000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKGLENMARK30-SEP-2025,2117.8000000,2118.0000000,2123.6000000,2086.2000000,2094.4000000,2094.4000000,-1.1000000,19213.0000000,1139250.0000000,3038.0000000,2393027287.5000000
FUTSTKGLENMARK28-OCT-2025,2127.6000000,2132.2000000,2132.2000000,2096.7000000,2103.8000000,2103.8000000,-1.1100000,1415.0000000,374250.0000000,998.0000000,790235175.0000000
FUTSTKGLENMARK25-NOV-2025,2138.0000000,2141.1000000,2141.1000000,2111.0000000,2119.2000000,2119.2000000,-0.8700000,119.0000000,12375.0000000,33.0000000,26276362.5000000
FUTSTKGMRAIRPORT30-SEP-2025,92.2000000,92.5700000,94.1800000,92.3100000,92.8700000,92.8700000,0.7200000,26470.0000000,36869850.0000000,5286.0000000,3438563051.2500000
FUTSTKGMRAIRPORT28-OCT-2025,92.9000000,92.9600000,94.7000000,92.8400000,93.3200000,93.3200000,0.4500000,4895.0000000,17416575.0000000,2497.0000000,1632517722.0000000
FUTSTKGMRAIRPORT25-NOV-2025,93.2000000,93.3800000,94.9500000,93.2200000,93.7500000,93.7500000,0.5900000,215.0000000,627750.0000000,90.0000000,59117031.0000000
FUTSTKGODREJCP28-OCT-2025,1230.9000000,1227.5000000,1233.3000000,1224.8000000,1230.9000000,1230.9000000,0.0000000,1377.0000000,234500.0000000,469.0000000,288249350.0000000
FUTSTKGODREJCP30-SEP-2025,1233.1000000,1231.4000000,1237.3000000,1226.0000000,1233.7000000,1233.7000000,0.0400000,21028.0000000,798000.0000000,1596.0000000,983310650.0000000
FUTSTKGODREJCP25-NOV-2025,1252.6000000,1225.0000000,1230.0000000,1225.0000000,1230.0000000,1230.0000000,-1.8000000,83.0000000,1500.0000000,3.0000000,1840400.0000000
FUTSTKGODREJPROP28-OCT-2025,2101.3000000,2100.2000000,2164.4000000,2095.9000000,2158.6000000,2158.6000000,2.7200000,2198.0000000,402600.0000000,1464.0000000,860224227.5000000
FUTSTKGODREJPROP25-NOV-2025,2112.3000000,2114.9000000,2172.0000000,2110.0000000,2169.5000000,2169.5000000,2.7000000,347.0000000,87725.0000000,319.0000000,188923130.0000000
FUTSTKGODREJPROP30-SEP-2025,2091.2000000,2086.7000000,2153.7000000,2082.6000000,2148.7000000,2148.7000000,2.7400000,30082.0000000,2036375.0000000,7405.0000000,4333655535.0000000
FUTSTKGRASIM30-SEP-2025,2884.3000000,2879.2000000,2895.0000000,2856.6000000,2885.0000000,2885.0000000,0.0200000,51840.0000000,777750.0000000,3111.0000000,2236316400.0000000
FUTSTKGRASIM25-NOV-2025,2912.5000000,2890.0000000,2918.4000000,2886.1000000,2915.0000000,2915.0000000,0.0800000,27.0000000,3000.0000000,12.0000000,8699725.0000000
FUTSTKGRASIM28-OCT-2025,2899.6000000,2894.2000000,2909.4000000,2870.0000000,2899.5000000,2899.5000000,0.0000000,1210.0000000,199000.0000000,796.0000000,574686400.0000000
FUTSTKHDFCLIFE25-NOV-2025,793.0500000,798.1500000,798.1500000,785.9000000,787.5000000,787.5000000,-0.6900000,107.0000000,49500.0000000,45.0000000,39120510.0000000
FUTSTKHDFCLIFE28-OCT-2025,788.9000000,789.7500000,795.0000000,781.7500000,783.5000000,783.5000000,-0.6800000,1949.0000000,1707200.0000000,1552.0000000,1343688995.0000000
FUTSTKHDFCLIFE30-SEP-2025,785.3000000,786.6500000,791.3000000,778.5500000,780.4000000,780.4000000,-0.6200000,25365.0000000,4458300.0000000,4053.0000000,3496333115.0000000
FUTSTKHEROMOTOCO25-NOV-2025,5390.5000000,5399.0000000,5418.0000000,5375.0000000,5398.5000000,5398.5000000,0.1400000,1070.0000000,12300.0000000,82.0000000,66306300.0000000
FUTSTKHEROMOTOCO28-OCT-2025,5390.5000000,5333.0000000,5426.0000000,5333.0000000,5403.0000000,5403.0000000,0.2300000,6749.0000000,392100.0000000,2614.0000000,2112716475.0000000
FUTSTKHEROMOTOCO30-SEP-2025,5383.0000000,5380.5000000,5425.5000000,5337.0000000,5400.5000000,5400.5000000,0.3200000,36646.0000000,889500.0000000,5930.0000000,4794120525.0000000
FUTSTKHFCL25-NOV-2025,78.7200000,77.4100000,77.4100000,76.8600000,76.9900000,76.9900000,-2.1900000,325.0000000,25800.0000000,4.0000000,1988277.0000000
FUTSTKHFCL28-OCT-2025,78.3600000,77.9900000,77.9900000,76.2500000,77.0000000,77.0000000,-1.7300000,3649.0000000,457950.0000000,71.0000000,35298528.0000000
FUTSTKHFCL30-SEP-2025,77.9800000,77.2500000,77.4800000,76.2600000,76.5200000,76.5200000,-1.8700000,14313.0000000,2831550.0000000,439.0000000,217479358.5000000
FUTSTKHINDPETRO30-SEP-2025,410.1500000,410.1500000,417.4000000,409.7000000,413.7500000,413.7500000,0.8700000,20934.0000000,5983875.0000000,2955.0000000,2479177327.5000000
FUTSTKHINDPETRO28-OCT-2025,412.1000000,412.7500000,419.6000000,412.4000000,415.9500000,415.9500000,0.9300000,1085.0000000,1111725.0000000,549.0000000,462830760.0000000
FUTSTKHINDPETRO25-NOV-2025,412.8000000,418.0000000,420.9000000,416.0000000,417.9500000,417.9500000,1.2400000,76.0000000,72900.0000000,36.0000000,30503688.7500000
FUTSTKHUDCO28-OCT-2025,225.1500000,225.2300000,230.7400000,225.0000000,230.3300000,230.3300000,2.3000000,1148.0000000,2583525.0000000,931.0000000,590011176.0000000
FUTSTKHUDCO30-SEP-2025,224.0500000,224.2100000,229.6000000,223.7000000,229.2900000,229.2900000,2.3300000,11141.0000000,10586625.0000000,3815.0000000,2409205022.2500000
FUTSTKHUDCO25-NOV-2025,225.5700000,227.6200000,231.7200000,227.6200000,231.1500000,231.1500000,2.4700000,91.0000000,149850.0000000,54.0000000,34496385.7500000
FUTSTKICICIBANK28-OCT-2025,1433.1000000,1428.7000000,1429.0000000,1412.4000000,1414.2000000,1414.2000000,-1.3100000,20488.0000000,3964800.0000000,5664.0000000,5613667220.0000000
FUTSTKICICIBANK25-NOV-2025,1440.4000000,1431.9000000,1431.9000000,1419.0000000,1421.0000000,1421.0000000,-1.3400000,3126.0000000,901600.0000000,1288.0000000,1281689220.0000000
FUTSTKICICIBANK30-SEP-2025,1425.9000000,1422.0000000,1422.9000000,1405.0000000,1407.2000000,1407.2000000,-1.3100000,135315.0000000,14758800.0000000,21084.0000000,20791213590.0000000
FUTSTKICICIGI28-OCT-2025,1898.6000000,1902.2000000,1902.2000000,1864.1000000,1873.1000000,1873.1000000,-1.3400000,521.0000000,131625.0000000,405.0000000,246813417.5000000
FUTSTKICICIGI30-SEP-2025,1890.1000000,1890.7000000,1896.3000000,1856.5000000,1865.8000000,1865.8000000,-1.2800000,15158.0000000,613275.0000000,1887.0000000,1146866305.0000000
FUTSTKICICIGI25-NOV-2025,1907.2000000,1905.5000000,1905.5000000,1872.0000000,1878.0000000,1878.0000000,-1.5300000,45.0000000,8450.0000000,26.0000000,15934295.0000000
FUTSTKIDEA30-SEP-2025,7.8800000,7.9300000,8.8400000,7.8300000,8.4500000,8.4500000,7.2300000,68454.0000000,2783736825.0000000,38947.0000000,23363333445.0000000
FUTSTKIDEA28-OCT-2025,7.9300000,7.9600000,8.8800000,7.8800000,8.5000000,8.5000000,7.1800000,13909.0000000,781150275.0000000,10929.0000000,6620950107.7500000
FUTSTKIDEA25-NOV-2025,7.9700000,8.0000000,8.9300000,7.9300000,8.5500000,8.5500000,7.2700000,1411.0000000,93775200.0000000,1312.0000000,795854826.7500000
FUTSTKIGL30-SEP-2025,215.9600000,216.8100000,217.6400000,215.1000000,216.0300000,216.0300000,0.0300000,5110.0000000,3476000.0000000,1264.0000000,751375790.0000000
FUTSTKIGL28-OCT-2025,215.5100000,215.5900000,217.2000000,214.6500000,215.6300000,215.6300000,0.0500000,700.0000000,709500.0000000,258.0000000,153077622.5000000
FUTSTKIGL25-NOV-2025,214.9900000,214.9000000,216.5000000,214.8300000,215.4800000,215.4800000,0.2200000,143.0000000,63250.0000000,23.0000000,13629330.0000000
FUTSTKINDHOTEL25-NOV-2025,791.9500000,784.0000000,789.9000000,774.4500000,784.8000000,784.8000000,-0.9000000,220.0000000,90000.0000000,90.0000000,70355850.0000000
FUTSTKINDHOTEL28-OCT-2025,787.8500000,782.0500000,787.1000000,770.8500000,781.2000000,781.2000000,-0.8400000,2172.0000000,1497000.0000000,1497.0000000,1166855550.0000000
FUTSTKINDHOTEL30-SEP-2025,783.8500000,781.1000000,783.5500000,766.7000000,777.3000000,777.3000000,-0.8300000,22416.0000000,5819000.0000000,5819.0000000,4514345450.0000000
FUTSTKINDIANB25-NOV-2025,707.2500000,710.0000000,710.0000000,703.5000000,703.5000000,709.4000000,0.3000000,27.0000000,7000.0000000,7.0000000,4938150.0000000
FUTSTKINDIANB28-OCT-2025,698.3000000,698.2000000,709.0000000,698.2000000,704.0000000,704.0000000,0.8100000,1619.0000000,312000.0000000,312.0000000,219929100.0000000
FUTSTKINDIANB30-SEP-2025,697.8000000,699.0000000,709.8000000,699.0000000,702.9500000,702.9500000,0.7300000,5373.0000000,1989000.0000000,1989.0000000,1401170950.0000000
FUTSTKINDIGO30-SEP-2025,5728.5000000,5745.0000000,5747.0000000,5661.5000000,5691.5000000,5691.5000000,-0.6400000,55272.0000000,640650.0000000,4271.0000000,3646798050.0000000
FUTSTKINDIGO28-OCT-2025,5753.0000000,5744.5000000,5765.5000000,5691.0000000,5721.0000000,5721.0000000,-0.5500000,2773.0000000,172350.0000000,1149.0000000,986428575.0000000
FUTSTKINDIGO25-NOV-2025,5780.5000000,5772.0000000,5772.0000000,5720.0000000,5745.0000000,5745.0000000,-0.6100000,296.0000000,8250.0000000,55.0000000,47335500.0000000
FUTSTKINDUSINDBK28-OCT-2025,741.7500000,741.5000000,751.3000000,741.5000000,749.3500000,749.3500000,1.0200000,6385.0000000,1226400.0000000,1752.0000000,915148395.0000000
FUTSTKINDUSINDBK25-NOV-2025,745.5000000,749.1500000,754.6000000,745.0000000,752.9500000,752.9500000,0.9900000,1216.0000000,139300.0000000,199.0000000,104440455.0000000
FUTSTKINDUSINDBK30-SEP-2025,738.0500000,737.9500000,747.3500000,737.6000000,745.7000000,745.7000000,1.0300000,68974.0000000,6883100.0000000,9833.0000000,5120196445.0000000
FUTSTKIRCTC28-OCT-2025,740.6500000,740.0000000,743.9500000,737.5000000,740.7500000,740.7500000,0.0100000,2023.0000000,412125.0000000,471.0000000,305337725.0000000
FUTSTKIRCTC25-NOV-2025,741.6500000,741.6000000,744.8000000,740.7500000,742.7000000,742.7000000,0.1400000,305.0000000,73500.0000000,84.0000000,54592912.5000000
FUTSTKIRCTC30-SEP-2025,736.6000000,736.6000000,740.0000000,734.6000000,737.7500000,737.7500000,0.1500000,14596.0000000,1339625.0000000,1531.0000000,988102412.5000000
